method,lambda,reference_policy_type,bjepa_prior_type,bjepa_loss_type,shift,metric,pairs,mean,std,stderr,baseline_mean,relative_change_percent,paired_t,paired_t_p,wilcoxon_w,wilcoxon_p
de_vjepa,0.01,strong_bc,none,nll,clean,uncertainty,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,desaturation,latent_mse,30,0.2010455421304745,0.025475701129605243,0.004651205392314878,0.25314767015035683,-20.58171342795148,-33.342274031180516,1.1167864549763571e-24,0.0,1.7180929312456739e-06
de_vjepa,0.01,strong_bc,none,nll,desaturation,decision_kl,30,3546.2472164080236,6215.3194961850095,1134.7568967207246,4263.651750858989,-16.826058420611652,-3.322263168817862,0.0024234186909514637,24.0,1.4193356037139893e-06
de_vjepa,0.01,strong_bc,none,nll,desaturation,action_mse,30,0.33147210285583284,0.3060993819445518,0.05588584544314019,0.3626992272842118,-8.609647354971978,-5.029451428194937,2.3372336051989756e-05,22.0,9.98377799987793e-07
de_vjepa,0.01,strong_bc,none,nll,desaturation,nll,30,,,,,,,,,
de_vjepa,0.01,strong_bc,none,nll,desaturation,uncertainty,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,blur,latent_mse,30,0.24612593156560003,0.024824934817291353,0.0045323922626752874,0.2879303010895259,-14.518919810015989,-16.79918222390163,1.7468399021680462e-16,0.0,1.7180929312456739e-06
linear_dynamics,0.0,none,none,nll,blur,decision_kl,30,742.824659158834,695.5676052737231,126.99268922608915,480.4122985604141,54.622323655067774,3.5084516654011155,0.0014909432023381454,31.0,4.421919584274292e-06
linear_dynamics,0.0,none,none,nll,blur,action_mse,30,0.14632085629303415,0.06696339346309185,0.012225787042276464,0.14694966873752538,-0.42791007961670424,-0.1658209875135017,0.8694484704679691,215.0,0.7303419969975948
linear_dynamics,0.0,none,none,nll,blur,nll,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,brightness,latent_mse,30,0.05058051029731145,0.005637294505892975,0.0010292244547258408,0.06321109110006182,-19.981589595972054,-26.589550046589988,6.458937956185294e-22,0.0,1.7180929312456739e-06
linear_dynamics,0.0,none,none,nll,brightness,decision_kl,30,279.5158036846004,225.20631049400333,41.11685878335935,386.5413928333798,-27.688002147525037,-1.5671070502802362,0.12793790512782266,193.0,0.42795460671186447
linear_dynamics,0.0,none,none,nll,brightness,action_mse,30,0.06816232016582312,0.03243816435762085,0.005922371447576338,0.08491828894447277,-19.73187282377559,-4.438998457186939,0.00012016427900840058,61.0,0.00018860027194023132
linear_dynamics,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,clean,latent_mse,30,0.003748434900005541,0.0012661902391721866,0.000231173652029156,0.005173186331297646,-27.541080874516254,-6.708130175645246,2.3301096331969704e-07,0.0,1.7180929312456739e-06
linear_dynamics,0.0,none,none,nll,clean,decision_kl,30,0.6253111743886445,0.16567442266111254,0.03024787283104547,0.913281673561569,-31.53140017032335,-3.618505371047242,0.0011147926964148603,73.0,0.0006084088236093521
linear_dynamics,0.0,none,none,nll,clean,action_mse,30,0.0015232348324413058,0.001183743845367645,0.00021612106880525547,0.003122155863415249,-51.21208232137786,-6.231735193804545,8.451196177928402e-07,0.0,1.862645149230957e-09
linear_dynamics,0.0,none,none,nll,clean,nll,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,desaturation,latent_mse,30,0.19204417627007814,0.02143778453063492,0.003913986056788015,0.25314767015035683,-24.137490123447048,-25.783595967756145,1.522615449275154e-21,0.0,1.7180929312456739e-06
linear_dynamics,0.0,none,none,nll,desaturation,decision_kl,30,3116.008330785623,5565.891710143684,1016.1881474255671,4263.651750858989,-26.91691271085056,-2.9441082360901523,0.006319023957364639,0.0,1.862645149230957e-09
linear_dynamics,0.0,none,none,nll,desaturation,action_mse,30,0.29361580763540823,0.24041392956308616,0.043893377453386805,0.3626992272842118,-19.047026972205167,-3.853020897617146,0.0005953978406825285,9.0,6.146728992462158e-08
linear_dynamics,0.0,none,none,nll,desaturation,nll,30,,,,,,,,,
linear_dynamics,0.0,none,none,nll,desaturation,uncertainty,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,blur,latent_mse,30,0.24117169486449452,0.022828440064789565,0.004167883858713313,0.2879303010895259,-16.239557298449377,-51.71294389660489,4.089394784214304e-30,0.0,1.7180929312456739e-06
no_action_vjepa,0.0,none,none,nll,blur,decision_kl,30,614.0386616629688,505.71132520156306,92.32983346624229,480.4122985604141,27.81493386055573,3.003643611816849,0.005449410166097758,60.0,0.00016989745199680328
no_action_vjepa,0.0,none,none,nll,blur,action_mse,30,0.14718936598160332,0.06629034976912099,0.012102906637818316,0.14694966873752538,0.16311519865081933,0.09299571811709648,0.9265464622658345,222.0,0.8393927440047264
no_action_vjepa,0.0,none,none,nll,blur,nll,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,blur,uncertainty,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,brightness,latent_mse,30,0.05103903324806498,0.0032095494204839345,0.0005859808723422281,0.06321109110006182,-19.256205897045383,-51.19457552357868,5.4602515350151496e-30,0.0,1.7180929312456739e-06
no_action_vjepa,0.0,none,none,nll,brightness,decision_kl,30,313.5173811461692,377.4452906498291,68.91176663766838,386.5413928333798,-18.89164085427919,-2.0594268114372416,0.04853126576363116,216.0,0.7456546742469072
no_action_vjepa,0.0,none,none,nll,brightness,action_mse,30,0.0802271890567072,0.031684494408842086,0.005784770770289708,0.08491828894447277,-5.524251543543273,-1.6716068619259643,0.10535983563727254,154.0,0.10943205840885639
no_action_vjepa,0.0,none,none,nll,brightness,nll,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,brightness,uncertainty,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,clean,latent_mse,30,0.0015096334011958739,0.0003713293441952544,6.779515269311362e-05,0.005173186331297646,-70.81811277388888,-9.012058085472141,6.615751136838793e-10,0.0,1.7180929312456739e-06
no_action_vjepa,0.0,none,none,nll,clean,decision_kl,30,0.35198577145586135,0.13031108489026325,0.023791440229122596,0.913281673561569,-61.45923194941541,-6.19240965816772,9.408025222274186e-07,0.0,1.862645149230957e-09
no_action_vjepa,0.0,none,none,nll,clean,action_mse,30,0.0007365053207600727,0.0007167883511831245,0.0001308670496333107,0.003122155863415249,-76.41036024529448,-6.725389862327744,2.224753398954727e-07,0.0,1.862645149230957e-09
no_action_vjepa,0.0,none,none,nll,clean,nll,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,clean,uncertainty,30,,,,,,,,,
no_action_vjepa,0.0,none,none,nll,desaturation,latent_mse,30,0.1988171336598815,0.02473993052701839,0.004516872673586215,0.25314767015035683,-21.46199349107411,-31.978566225287473,3.634455990254766e-24,0.0,1.7180929312456739e-06
no_action_vjepa,0.0,none,none,nll,desaturation,decision_kl,30,3488.2080906101205,6193.670454039546,1130.8043404769078,4263.651750858989,-18.187312321946585,-3.3935686267064824,0.0020139650741159156,1.0,3.725290298461914e-09
